FIPSCode,QA3a,QA3b,Registration,,,
5507931175,1246,0,1246,,,
5507931175,1254,0,1254,,,
5507931175,1281,0,1281,,,
5507931175,1360,0,1360,,,
5507931175,1377,0,1377,,,
5507931175,1389,0,1389,,,
5507931175,1450,0,1450,,,
5507931175,1489,0,1489,,,
5507932075,1669,0,1669,,,
5507932075,1824,0,1824,,,
5507932075,1867,0,1867,,,
5507953000,0,0,0,,,
5507953000,6,0,6,,,
5507953000,59,0,59,,,
5507953000,162,0,162,,,
5507953000,178,0,178,,,
5507953000,212,0,212,,,
5507953000,294,0,294,,,
5507953000,307,0,307,,,
5507953000,324,0,324,,,
5507953000,326,0,326,,,
5507953000,334,0,334,,,
5507953000,343,0,343,,,
5507953000,345,0,345,,,
5507953000,354,0,354,,,
5507953000,368,0,368,,,
5507953000,395,0,395,,,
5507953000,417,0,417,,,
5507953000,434,0,434,,,
5507953000,435,0,435,,,
5507953000,438,0,438,,,
5507953000,438,0,438,,,
5507953000,445,0,445,,,
5507953000,488,0,488,,,
5507953000,489,0,489,,,
5507953000,497,0,497,,,
5507953000,501,0,501,,,
5507953000,509,0,509,,,
5507953000,509,0,509,,,
5507953000,529,0,529,,,
5507953000,535,0,535,,,
5507953000,535,0,535,,,
5507953000,547,0,547,,,
5507953000,552,0,552,,,
5507953000,554,0,554,,,
5507953000,581,0,581,,,
5507953000,588,0,588,,,
5507953000,602,0,602,,,
5507953000,607,0,607,,,
5507953000,631,0,631,,,
5507953000,633,0,633,,,
5507953000,634,0,634,,,
5507953000,634,0,634,,,
5507953000,639,0,639,,,
5507953000,644,0,644,,,
5507953000,649,0,649,,,
5507953000,650,0,650,,,
5507953000,652,0,652,,,
5507953000,662,0,662,,,
5507953000,664,0,664,,,
5507953000,666,0,666,,,
5507953000,671,0,671,,,
5507953000,677,0,677,,,
5507953000,678,0,678,,,
5507953000,686,0,686,,,
5507953000,691,0,691,,,
5507953000,695,0,695,,,
5507953000,703,0,703,,,
5507953000,704,0,704,,,
5507953000,707,0,707,,,
5507953000,708,0,708,,,
5507953000,712,0,712,,,
5507953000,717,0,717,,,
5507953000,725,0,725,,,
5507953000,728,0,728,,,
5507953000,730,0,730,,,
5507953000,733,0,733,,,
5507953000,734,0,734,,,
5507953000,737,0,737,,,
5507953000,738,0,738,,,
5507953000,741,0,741,,,
5507953000,758,0,758,,,
5507953000,772,0,772,,,
5507953000,774,0,774,,,
5507953000,775,0,775,,,
5507953000,777,0,777,,,
5507953000,781,0,781,,,
5507953000,783,0,783,,,
5507953000,787,0,787,,,
5507953000,790,0,790,,,
5507953000,796,0,796,,,
5507953000,803,0,803,,,
5507953000,807,0,807,,,
5507953000,809,0,809,,,
5507953000,810,0,810,,,
5507953000,810,0,810,,,
5507953000,811,0,811,,,
5507953000,812,0,812,,,
5507953000,816,0,816,,,
5507953000,824,0,824,,,
5507953000,825,0,825,,,
5507953000,832,0,832,,,
5507953000,835,0,835,,,
5507953000,838,0,838,,,
5507953000,846,0,846,,,
5507953000,852,0,852,,,
5507953000,854,0,854,,,
5507953000,854,0,854,,,
5507953000,861,0,861,,,
5507953000,866,0,866,,,
5507953000,870,0,870,,,
5507953000,870,0,870,,,
5507953000,871,0,871,,,
5507953000,874,0,874,,,
5507953000,879,0,879,,,
5507953000,880,0,880,,,
5507953000,881,0,881,,,
5507953000,883,0,883,,,
5507953000,887,0,887,,,
5507953000,889,0,889,,,
5507953000,890,0,890,,,
5507953000,891,0,891,,,
5507953000,893,0,893,,,
5507953000,898,0,898,,,
5507953000,899,0,899,,,
5507953000,899,0,899,,,
5507953000,903,0,903,,,
5507953000,910,0,910,,,
5507953000,917,0,917,,,
5507953000,921,0,921,,,
5507953000,922,0,922,,,
5507953000,923,0,923,,,
5507953000,926,0,926,,,
5507953000,926,0,926,,,
5507953000,928,0,928,,,
5507953000,932,0,932,,,
5507953000,935,0,935,,,
5507953000,935,0,935,,,
5507953000,940,0,940,,,
5507953000,941,0,941,,,
5507953000,943,0,943,,,
5507953000,943,0,943,,,
5507953000,945,0,945,,,
5507953000,946,0,946,,,
5507953000,948,0,948,,,
5507953000,949,0,949,,,
5507953000,950,0,950,,,
5507953000,954,0,954,,,
5507953000,958,0,958,,,
5507953000,960,0,960,,,
5507953000,961,0,961,,,
5507953000,962,0,962,,,
5507953000,969,0,969,,,
5507953000,974,0,974,,,
5507953000,975,0,975,,,
5507953000,981,0,981,,,
5507953000,984,0,984,,,
5507953000,990,0,990,,,
5507953000,991,0,991,,,
5507953000,995,0,995,,,
5507953000,995,0,995,,,
5507953000,1001,0,1001,,,
5507953000,1005,0,1005,,,
5507953000,1010,0,1010,,,
5507953000,1016,0,1016,,,
5507953000,1016,0,1016,,,
5507953000,1017,0,1017,,,
5507953000,1022,0,1022,,,
5507953000,1024,0,1024,,,
5507953000,1037,0,1037,,,
5507953000,1039,0,1039,,,
5507953000,1040,0,1040,,,
5507953000,1045,0,1045,,,
5507953000,1048,0,1048,,,
5507953000,1054,0,1054,,,
5507953000,1058,0,1058,,,
5507953000,1058,0,1058,,,
5507953000,1061,0,1061,,,
5507953000,1064,0,1064,,,
5507953000,1066,0,1066,,,
5507953000,1068,0,1068,,,
5507953000,1068,0,1068,,,
5507953000,1070,0,1070,,,
5507953000,1075,0,1075,,,
5507953000,1076,0,1076,,,
5507953000,1076,0,1076,,,
5507953000,1081,0,1081,,,
5507953000,1081,0,1081,,,
5507953000,1088,0,1088,,,
5507953000,1097,0,1097,,,
5507953000,1100,0,1100,,,
5507953000,1102,0,1102,,,
5507953000,1103,0,1103,,,
5507953000,1108,0,1108,,,
5507953000,1112,0,1112,,,
5507953000,1116,0,1116,,,
5507953000,1117,0,1117,,,
5507953000,1122,0,1122,,,
5507953000,1126,0,1126,,,
5507953000,1129,0,1129,,,
5507953000,1132,0,1132,,,
5507953000,1140,0,1140,,,
5507953000,1141,0,1141,,,
5507953000,1145,0,1145,,,
5507953000,1146,0,1146,,,
5507953000,1148,0,1148,,,
5507953000,1155,0,1155,,,
5507953000,1156,0,1156,,,
5507953000,1156,0,1156,,,
5507953000,1166,0,1166,,,
5507953000,1174,0,1174,,,
5507953000,1174,0,1174,,,
5507953000,1175,0,1175,,,
5507953000,1177,0,1177,,,
5507953000,1186,0,1186,,,
5507953000,1189,0,1189,,,
5507953000,1207,0,1207,,,
5507953000,1215,0,1215,,,
5507953000,1217,0,1217,,,
5507953000,1218,0,1218,,,
5507953000,1219,0,1219,,,
5507953000,1220,0,1220,,,
5507953000,1224,0,1224,,,
5507953000,1224,0,1224,,,
5507953000,1227,0,1227,,,
5507953000,1231,0,1231,,,
5507953000,1233,0,1233,,,
5507953000,1235,0,1235,,,
5507953000,1248,0,1248,,,
5507953000,1257,0,1257,,,
5507953000,1262,0,1262,,,
5507953000,1268,0,1268,,,
5507953000,1269,0,1269,,,
5507953000,1271,0,1271,,,
5507953000,1273,0,1273,,,
5507953000,1280,0,1280,,,
5507953000,1283,0,1283,,,
5507953000,1290,0,1290,,,
5507953000,1290,0,1290,,,
5507953000,1293,0,1293,,,
5507953000,1297,0,1297,,,
5507953000,1299,0,1299,,,
5507953000,1300,0,1300,,,
5507953000,1306,0,1306,,,
5507953000,1307,0,1307,,,
5507953000,1308,0,1308,,,
5507953000,1316,0,1316,,,
5507953000,1321,0,1321,,,
5507953000,1323,0,1323,,,
5507953000,1333,0,1333,,,
5507953000,1351,0,1351,,,
5507953000,1358,0,1358,,,
5507953000,1363,0,1363,,,
5507953000,1363,0,1363,,,
5507953000,1370,0,1370,,,
5507953000,1371,0,1371,,,
5507953000,1375,0,1375,,,
5507953000,1379,0,1379,,,
5507953000,1382,0,1382,,,
5507953000,1382,0,1382,,,
5507953000,1399,0,1399,,,
5507953000,1422,0,1422,,,
5507953000,1431,0,1431,,,
5507953000,1433,0,1433,,,
5507953000,1437,0,1437,,,
5507953000,1443,0,1443,,,
5507953000,1449,0,1449,,,
5507953000,1450,0,1450,,,
5507953000,1450,0,1450,,,
5507953000,1452,0,1452,,,
5507953000,1459,0,1459,,,
5507953000,1466,0,1466,,,
5507953000,1467,0,1467,,,
5507953000,1470,0,1470,,,
5507953000,1484,0,1484,,,
5507953000,1506,0,1506,,,
5507953000,1516,0,1516,,,
5507953000,1520,0,1520,,,
5507953000,1525,0,1525,,,
5507953000,1531,0,1531,,,
5507953000,1536,0,1536,,,
5507953000,1540,0,1540,,,
5507953000,1548,0,1548,,,
5507953000,1551,0,1551,,,
5507953000,1552,0,1552,,,
5507953000,1552,0,1552,,,
5507953000,1563,0,1563,,,
5507953000,1573,0,1573,,,
5507953000,1585,0,1585,,,
5507953000,1588,0,1588,,,
5507953000,1592,0,1592,,,
5507953000,1628,0,1628,,,
5507953000,1631,0,1631,,,
5507953000,1636,0,1636,,,
5507953000,1696,0,1696,,,
5507953000,1702,0,1702,,,
5507953000,1707,0,1707,,,
5507953000,1722,0,1722,,,
5507953000,1747,0,1747,,,
5507953000,1751,0,1751,,,
5507953000,1754,0,1754,,,
5507953000,1774,0,1774,,,
5507953000,1780,0,1780,,,
5507953000,1798,0,1798,,,
5507953000,1799,0,1799,,,
5507953000,1837,0,1837,,,
5507953000,1846,0,1846,,,
5507953000,1893,0,1893,,,
5507953000,1903,0,1903,,,
5507953000,1904,0,1904,,,
5507953000,1933,0,1933,,,
5507953000,1950,0,1950,,,
5507953000,1954,0,1954,,,
5507953000,1975,0,1975,,,
5507953000,1981,0,1981,,,
5507953000,2045,0,2045,,,
5507953000,2052,0,2052,,,
5507953000,2091,0,2091,,,
5507953000,2101,0,2101,,,
5507953000,2132,0,2132,,,
5507953000,2169,0,2169,,,
5507953000,2170,0,2170,,,
5507953000,2197,0,2197,,,
5507953000,2213,0,2213,,,
5507953000,2221,0,2221,,,
5507953000,2249,0,2249,,,
5507953000,2269,0,2269,,,
5507953000,2305,0,2305,,,
5507953000,2310,0,2310,,,
5507953000,2394,0,2394,,,
5507953000,2582,0,2582,,,
5507953000,2621,0,2621,,,
5507953000,2668,0,2668,,,
5507953000,2735,0,2735,,,
5507953000,3001,0,3001,,,
5507953000,3037,0,3037,,,
5507958800,3176,0,3176,,,
5507958800,3295,0,3295,,,
5507958800,3355,0,3355,,,
5507958800,3375,0,3375,,,
5507958800,3698,0,3698,,,
5507958800,3909,0,3909,,,
5507968325,1680,0,1680,,,
5507970650,1935,0,1935,,,
5507970650,2084,0,2084,,,
5507970650,2327,0,2327,,,
5507973725,3234,0,3234,,,
5507973725,3524,0,3524,,,
5507973725,4191,0,4191,,,
5507975125,3611,0,3611,,,
5507975125,3658,0,3658,,,
5507975125,3995,0,3995,,,
5507975125,4007,0,4007,,,
5507984675,738,0,738,,,
5507984675,817,0,817,,,
5507984675,1129,0,1129,,,
5507984675,1204,0,1204,,,
5507984675,1342,0,1342,,,
5507984675,1372,0,1372,,,
5507984675,1394,0,1394,,,
5507984675,1395,0,1395,,,
5507984675,1396,0,1396,,,
5507984675,1409,0,1409,,,
5507984675,1446,0,1446,,,
5507984675,1452,0,1452,,,
5507984675,1499,0,1499,,,
5507984675,1518,0,1518,,,
5507984675,1545,0,1545,,,
5507984675,1606,0,1606,,,
5507984675,1646,0,1646,,,
5507984675,1668,0,1668,,,
5507984675,1692,0,1692,,,
5507984675,1719,0,1719,,,
5507984675,1741,0,1741,,,
5507984675,1765,0,1765,,,
5507984675,1881,0,1881,,,
5507984675,2174,0,2174,,,
5507985300,1100,0,1100,,,
5507985300,1196,0,1196,,,
5507985300,1213,0,1213,,,
5507985300,1234,0,1234,,,
5507985300,1236,0,1236,,,
5507985300,1240,0,1240,,,
5507985300,1251,0,1251,,,
5507985300,1259,0,1259,,,
5507985300,1274,0,1274,,,
5507985300,1283,0,1283,,,
5507985300,1323,0,1323,,,
5507985300,1472,0,1472,,,
5507985300,1473,0,1473,,,
5507985300,1547,0,1547,,,
5507985300,1572,0,1572,,,
5507985300,1587,0,1587,,,
5507985300,1606,0,1606,,,
5507985300,1622,0,1622,,,
5507985300,1645,0,1645,,,
5507985300,1683,0,1683,,,
5507985300,1758,0,1758,,,
5507985300,1761,0,1761,,,
5507985300,1774,0,1774,,,
5507985300,1918,0,1918,,,
5507985300,2062,0,2062,,,
5507985875,1040,0,1040,,,
5507985875,1119,0,1119,,,
5507986700,950,0,950,,,
5507986700,1072,0,1072,,,
5507986700,1353,0,1353,,,
5507986700,1548,0,1548,,,
5507986700,1765,0,1765,,,
5507986700,1793,0,1793,,,
5507986700,2023,0,2023,,,
5508100475,523,0,523,,,
5508102025,707,0,707,,,
5508111625,692,0,692,,,
5508112950,501,0,501,,,
5508115550,274,0,274,,,
5508129450,377,0,377,,,
5508130325,278,0,278,,,
5508131225,487,0,487,,,
5508137950,338,0,338,,,
5508139150,237,0,237,,,
5508140925,191,0,191,,,
5508141000,85,0,85,,,
5508141000,1130,0,1130,,,
5508143475,691,0,691,,,
5508144450,516,0,516,,,
5508144975,866,0,866,,,
5508150800,42,0,42,,,
5508156950,115,0,115,,,
5508158575,275,0,275,,,
5508158850,129,0,129,,,
5508158875,415,0,415,,,
5508164425,450,0,450,,,
5508167850,334,0,334,,,
5508172325,59,0,59,,,
5508173150,26016,0,26016,,,
5508175325,0,0,0,,,
5508175325,1432,0,1432,,,
5508175325,1795,0,1795,,,
5508175325,1800,0,1800,,,
5508175325,2000,0,2000,,,
5508175350,1850,0,1850,,,
5508180075,0,0,0,,,
5508180075,1,0,1,,,
5508180075,4697,0,4697,,,
5508180100,843,0,843,,,
5508183450,267,0,267,,,
5508185125,318,0,318,,,
5508185150,335,0,335,,,
5508187525,294,0,294,,,
5508187550,288,0,288,,,
5508189275,76,0,76,,,
5508199999,0,0,0,,,
5508300175,1240,0,1240,,,
5508304275,204,0,204,,,
5508309375,964,0,964,,,
5508309425,459,0,459,,,
5508314125,1879,0,1879,,,
5508320475,241,0,241,,,
5508329050,746,0,746,,,
5508329075,660,0,660,,,
5508335925,399,0,399,,,
5508342075,656,0,656,,,
5508343325,313,0,313,,,
5508343350,450,0,450,,,
5508345175,666,0,666,,,
5508345275,3170,0,3170,,,
5508349000,447,0,447,,,
5508354200,655,0,655,,,
5508354630,572,0,572,,,
5508359350,2665,0,2665,,,
5508359375,856,0,856,,,
5508359400,1522,0,1522,,,
5508359425,790,0,790,,,
5508361900,886,0,886,,,
5508365675,0,0,0,,,
5508368400,578,0,578,,,
5508376450,522,0,522,,,
5508377300,927,0,927,,,
5508378725,296,0,296,,,
5508380325,799,0,799,,,
5508381475,514,0,514,,,
5508513025,779,0,779,,,
5508517625,1558,0,1558,,,
5508524125,267,0,267,,,
5508533575,948,0,948,,,
5508541887,758,0,758,,,
5508545150,258,0,258,,,
5508546650,98,0,98,,,
5508553225,3612,0,3612,,,
5508553662,180,0,180,,,
5508556425,283,0,283,,,
5508556425,1779,0,1779,,,
5508557450,1034,0,1034,,,
5508561625,1865,0,1865,,,
5508562600,57,0,57,,,
5508562925,1923,0,1923,,,
5508567200,502,0,502,,,
5508567200,529,0,529,,,
5508567200,535,0,535,,,
5508567200,543,0,543,,,
5508567200,550,0,550,,,
5508567200,556,0,556,,,
5508567200,567,0,567,,,
5508567200,628,0,628,,,
5508572125,279,0,279,,,
5508576975,457,0,457,,,
5508578075,1316,0,1316,,,
5508579700,1810,0,1810,,,
5508588625,615,0,615,,,
5508588950,1521,0,1521,,,
5508702375,0,0,0,,,
5508702375,0,0,0,,,
5508702375,1,0,1,,,
5508702375,3,0,3,,,
5508702375,4,0,4,,,
5508702375,11,0,11,,,
5508702375,18,0,18,,,
5508702375,28,0,28,,,
5508702375,30,0,30,,,
5508702375,34,0,34,,,
5508702375,113,0,113,,,
5508702375,122,0,122,,,
5508702375,130,0,130,,,
5508702375,172,0,172,,,
5508702375,213,0,213,,,
5508702375,375,0,375,,,
5508702375,559,0,559,,,
5508702375,570,0,570,,,
5508702375,610,0,610,,,
5508702375,658,0,658,,,
5508702375,703,0,703,,,
5508702375,734,0,734,,,
5508702375,752,0,752,,,
5508702375,810,0,810,,,
5508702375,829,0,829,,,
5508702375,922,0,922,,,
5508702375,961,0,961,,,
5508702375,969,0,969,,,
5508702375,998,0,998,,,
5508702375,999,0,999,,,
5508702375,1030,0,1030,,,
5508702375,1049,0,1049,,,
5508702375,1079,0,1079,,,
5508702375,1093,0,1093,,,
5508702375,1113,0,1113,,,
5508702375,1124,0,1124,,,
5508702375,1166,0,1166,,,
5508702375,1172,0,1172,,,
5508702375,1182,0,1182,,,
5508702375,1211,0,1211,,,
5508702375,1283,0,1283,,,
5508702375,1311,0,1311,,,
5508702375,1443,0,1443,,,
5508702375,1500,0,1500,,,
5508702375,1586,0,1586,,,
5508702375,1594,0,1594,,,
5508702375,1691,0,1691,,,
5508702375,1701,0,1701,,,
5508702375,1960,0,1960,,,
5508705575,160,0,160,,,
5508707725,754,0,754,,,
5508707750,779,0,779,,,
5508708975,771,0,771,,,
5508710750,4582,0,4582,,,
5508713600,2404,0,2404,,,
5508714750,652,0,652,,,
5508716500,2282,0,2282,,,
5508718525,1839,0,1839,,,
5508719200,358,0,358,,,
5508723425,1858,0,1858,,,
5508727650,3784,0,3784,,,
5508730075,0,0,0,,,
5508730075,256,0,256,,,
5508730075,889,0,889,,,
5508730075,1493,0,1493,,,
5508730075,2304,0,2304,,,
5508730075,2734,0,2734,,,
5508730075,3098,0,3098,,,
5508730075,3537,0,3537,,,
5508731550,1289,0,1289,,,
5508731550,4171,0,4171,,,
5508732790,0,0,0,,,
5508735825,725,0,725,,,
5508735850,1777,0,1777,,,
5508735950,0,0,0,,,
5508738800,2010,0,2010,,,
5508738800,2200,0,2200,,,
5508738800,2280,0,2280,,,
5508738800,2404,0,2404,,,
5508738825,806,0,806,,,
5508739650,4323,0,4323,,,
5508743875,560,0,560,,,
5508744950,1172,0,1172,,,
5508744950,1260,0,1260,,,
5508744950,1529,0,1529,,,
5508744950,2501,0,2501,,,
5508748250,516,0,516,,,
5508748775,390,0,390,,,
5508756925,798,0,798,,,
5508757375,134,0,134,,,
5508760000,2388,0,2388,,,
5508760400,768,0,768,,,
5508772725,2050,0,2050,,,
5508772750,731,0,731,,,
5508773625,528,0,528,,,
5508782400,1056,0,1056,,,
5508789150,0,0,0,,,
5508789150,124,0,124,,,
5508905450,79,0,79,,,
5508906150,1454,0,1454,,,
5508906175,1080,0,1080,,,
5508913375,1102,0,1102,,,
5508913375,1149,0,1149,,,
5508913375,1217,0,1217,,,
5508913375,1224,0,1224,,,
5508913375,1253,0,1253,,,
5508913375,1274,0,1274,,,
5508913375,1307,0,1307,,,
5508913400,1008,0,1008,,,
5508913400,1138,0,1138,,,
5508913400,1256,0,1256,,,
5508913400,1303,0,1303,,,
5508927550,1442,0,1442,,,
5508927575,1478,0,1478,,,
5508930000,535,0,535,,,
5508930000,556,0,556,,,
5508930000,567,0,567,,,
5508930000,578,0,578,,,
5508930000,590,0,590,,,
5508930000,592,0,592,,,
5508930000,615,0,615,,,
5508930000,622,0,622,,,
5508930000,622,0,622,,,
5508930000,641,0,641,,,
5508930000,643,0,643,,,
5508930000,644,0,644,,,
5508930000,644,0,644,,,
5508930000,650,0,650,,,
5508930025,1612,0,1612,,,
5508930025,1631,0,1631,,,
5508951150,589,0,589,,,
5508951150,641,0,641,,,
5508951150,824,0,824,,,
5508951150,899,0,899,,,
5508951150,989,0,989,,,
5508951150,1033,0,1033,,,
5508951150,1330,0,1330,,,
5508951150,1473,0,1473,,,
5508951150,1630,0,1630,,,
5508951150,2124,0,2124,,,
5508951150,2255,0,2255,,,
5508951150,2267,0,2267,,,
5508951150,2303,0,2303,,,
5508956450,56,0,56,,,
5508964450,1052,0,1052,,,
5508964450,1070,0,1070,,,
5508964450,1078,0,1078,,,
5508964450,1160,0,1160,,,
5508964450,1198,0,1198,,,
5508964450,1243,0,1243,,,
5508964450,1265,0,1265,,,
5508964475,1148,0,1148,,,
5508971700,862,0,862,,,
5508971700,962,0,962,,,
5508971700,1062,0,1062,,,
5508971725,1536,0,1536,,,
5508979475,1102,0,1102,,,
5508979475,1349,0,1349,,,
5509100800,380,0,380,,,
5509121225,1102,0,1102,,,
5509121250,438,0,438,,,
5509127175,238,0,238,,,
5509144075,358,0,358,,,
5509161925,484,0,484,,,
5509161950,522,0,522,,,
5509177475,55,0,55,,,
5509177500,153,0,153,,,
5509184025,613,0,613,,,
5509184100,267,0,267,,,
5509305325,248,0,248,,,
5509315575,1489,0,1489,,,
5509320150,324,0,324,,,
5509323525,1852,0,1852,,,
5509323550,808,0,808,,,
5509323700,469,0,469,,,
5509323775,437,0,437,,,
5509329150,656,0,656,,,
5509333050,550,0,550,,,
5509337350,164,0,164,,,
5509348175,82,0,82,,,
5509348200,389,0,389,,,
5509349775,763,0,763,,,
5509359025,1504,0,1504,,,
5509363600,356,0,356,,,
5509365375,2673,0,2673,,,
5509368275,290,0,290,,,
5509368275,1717,0,1717,,,
5509368275,1825,0,1825,,,
5509368275,2184,0,2184,,,
5509368300,1667,0,1667,,,
5509368775,280,0,280,,,
5509371150,327,0,327,,,
5509376100,391,0,391,,,
5509376300,851,0,851,,,
5509380550,1205,0,1205,,,
5509380700,1096,0,1096,,,
5509381600,376,0,376,,,
5509500950,1821,0,1821,,,
5509501725,1629,0,1629,,,
5509502350,88,0,88,,,
5509504475,565,0,565,,,
5509504500,885,0,885,,,
5509505825,517,0,517,,,
5509507700,826,0,826,,,
5509508750,471,0,471,,,
5509513850,420,0,420,,,
5509514837,341,0,341,,,
5509515100,269,0,269,,,
5509515125,608,0,608,,,
5509515250,585,0,585,,,
5509515275,515,0,515,,,
5509520850,528,0,528,,,
5509524450,1059,0,1059,,,
5509525350,1195,0,1195,,,
5509527500,589,0,589,,,
5509528350,1044,0,1044,,,
5509528725,657,0,657,,,
5509538400,322,0,322,,,
5509541900,659,0,659,,,
5509544475,1459,0,1459,,,
5509545775,189,0,189,,,
5509546200,779,0,779,,,
5509546225,586,0,586,,,
5509546900,217,0,217,,,
5509552075,434,0,434,,,
5509552100,782,0,782,,,
5509560450,1496,0,1496,,,
5509560475,1843,0,1843,,,
5509570550,1395,0,1395,,,
5509570575,741,0,741,,,
5509577050,405,0,405,,,
5509581075,0,0,0,,,
5509581075,41,0,41,,,
5509586350,441,0,441,,,
5509700725,562,0,562,,,
5509701400,232,0,232,,,
5509701425,461,0,461,,,
5509701750,695,0,695,,,
5509701775,961,0,961,,,
5509701800,238,0,238,,,
5509706475,415,0,415,,,
5509710925,784,0,784,,,
5509712725,951,0,951,,,
5509719975,663,0,663,,,
5509722450,642,0,642,,,
5509730350,267,0,267,,,
5509730350,1002,0,1002,,,
5509736350,1186,0,1186,,,
5509736350,1273,0,1273,,,
5509736350,1327,0,1327,,,
5509738650,226,0,226,,,
5509742225,1010,0,1010,,,
5509744800,799,0,799,,,
5509751875,5,0,5,,,
5509756000,116,0,116,,,
5509756850,564,0,564,,,
5509761325,385,0,385,,,
5509762825,458,0,458,,,
5509763525,2183,0,2183,,,
5509763525,2675,0,2675,,,
5509763525,3108,0,3108,,,
5509763550,1028,0,1028,,,
5509769575,283,0,283,,,
5509772850,1414,0,1414,,,
5509777200,0,0,0,,,
5509777200,0,0,0,,,
5509777200,1,0,1,,,
5509777200,1,0,1,,,
5509777200,1488,0,1488,,,
5509777200,1507,0,1507,,,
5509777200,1553,0,1553,,,
5509777200,1616,0,1616,,,
5509777200,1739,0,1739,,,
5509777200,1746,0,1746,,,
5509777200,1803,0,1803,,,
5509777200,1827,0,1827,,,
5509777200,1913,0,1913,,,
5509777200,1953,0,1953,,,
5509777200,2080,0,2080,,,
5509777537,2057,0,2057,,,
5509786975,1148,0,1148,,,
5509913175,73,0,73,,,
5509913200,170,0,170,,,
5509922950,456,0,456,,,
5509923200,762,0,762,,,
5509923975,222,0,222,,,
5509925775,207,0,207,,,
5509925775,453,0,453,,,
5509926050,355,0,355,,,
5509928750,112,0,112,,,
5509931925,132,0,132,,,
5509932675,169,0,169,,,
5509934725,225,0,225,,,
5509939175,89,0,89,,,
5509939200,218,0,218,,,
5509940175,217,0,217,,,
5509941150,806,0,806,,,
5509959525,459,0,459,,,
5509961200,1370,0,1370,,,
5509962450,887,0,887,,,
5509965325,345,0,345,,,
5509965350,275,0,275,,,
5509975525,198,0,198,,,
5509989100,1183,0,1183,,,
5510111200,2965,0,2965,,,
5510111200,3283,0,3283,,,
5510111225,488,0,488,,,
5510111225,1222,0,1222,,,
5510111225,2443,0,2443,,,
5510111950,0,0,0,,,
5510111950,639,0,639,,,
5510111950,2195,0,2195,,,
5510111950,2394,0,2394,,,
5510111950,2588,0,2588,,,
5510111950,2835,0,2835,,,
5510111950,3514,0,3514,,,
5510111950,3716,0,3716,,,
5510120625,2445,0,2445,,,
5510123725,359,0,359,,,
5510154875,622,0,622,,,
5510154875,969,0,969,,,
5510154875,1292,0,1292,,,
5510154875,1454,0,1454,,,
5510154875,2768,0,2768,,,
5510154875,3447,0,3447,,,
5510154875,3620,0,3620,,,
5510154875,4618,0,4618,,,
5510157700,188,0,188,,,
5510158600,5537,0,5537,,,
5510166000,191,0,191,,,
5510166000,576,0,576,,,
5510166000,611,0,611,,,
5510166000,685,0,685,,,
5510166000,688,0,688,,,
5510166000,723,0,723,,,
5510166000,763,0,763,,,
5510166000,861,0,861,,,
5510166000,871,0,871,,,
5510166000,913,0,913,,,
5510166000,959,0,959,,,
5510166000,974,0,974,,,
5510166000,1038,0,1038,,,
5510166000,1061,0,1061,,,
5510166000,1064,0,1064,,,
5510166000,1068,0,1068,,,
5510166000,1069,0,1069,,,
5510166000,1092,0,1092,,,
5510166000,1103,0,1103,,,
5510166000,1112,0,1112,,,
5510166000,1133,0,1133,,,
5510166000,1234,0,1234,,,
5510166000,1235,0,1235,,,
5510166000,1241,0,1241,,,
5510166000,1332,0,1332,,,
5510166000,1357,0,1357,,,
5510166000,1428,0,1428,,,
5510166000,1465,0,1465,,,
5510166000,1521,0,1521,,,
5510166000,1537,0,1537,,,
5510166000,1539,0,1539,,,
5510166000,1679,0,1679,,,
5510166000,1743,0,1743,,,
5510166000,1744,0,1744,,,
5510166000,1768,0,1768,,,
5510166000,1890,0,1890,,,
5510166375,2837,0,2837,,,
5510168550,2612,0,2612,,,
5510177925,3467,0,3467,,,
5510181775,2985,0,2985,,,
5510183825,3542,0,3542,,,
5510183850,4386,0,4386,,,
5510187700,1407,0,1407,,,
5510189575,2154,0,2154,,,
5510300675,257,0,257,,,
5510308175,285,0,285,,,
5510308600,93,0,93,,,
5510310950,2,0,2,,,
5510310950,956,0,956,,,
5510313300,180,0,180,,,
5510319000,421,0,421,,,
5510321400,302,0,302,,,
5510326475,208,0,208,,,
5510333925,310,0,310,,,
5510337500,399,0,399,,,
5510345575,494,0,494,,,
5510349600,378,0,378,,,
5510360350,307,0,307,,,
5510367575,809,0,809,,,
5510367625,335,0,335,,,
5510367625,336,0,336,,,
5510367625,344,0,344,,,
5510367625,353,0,353,,,
5510367625,362,0,362,,,
5510367625,373,0,373,,,
5510367625,378,0,378,,,
5510367625,383,0,383,,,
5510367625,391,0,391,,,
5510367625,418,0,418,,,
5510367625,419,0,419,,,
5510367625,436,0,436,,,
5510367775,325,0,325,,,
5510368675,452,0,452,,,
5510378825,264,0,264,,,
5510382900,218,0,218,,,
5510385675,330,0,330,,,
5510387250,307,0,307,,,
5510389625,43,0,43,,,
5510504100,400,0,400,,,
5510506500,0,0,0,,,
5510506500,60,0,60,,,
5510506500,338,0,338,,,
5510506500,463,0,463,,,
5510506500,553,0,553,,,
5510506500,560,0,560,,,
5510506500,598,0,598,,,
5510506500,626,0,626,,,
5510506500,647,0,647,,,
5510506500,655,0,655,,,
5510506500,704,0,704,,,
5510506500,744,0,744,,,
5510506500,755,0,755,,,
5510506500,768,0,768,,,
